,ObservationID,ObservationTime,ObservationTimeApproximate,Troop,Observer,ObservationType,UTMNorthing,UTMEasting,LocationApproximate,LocationDescription,Notes,ST,STUncertain,SM,SMUncertain,SF,SFUncertain,SU,SUUncertain,SA,SAUncertain,SAM,SAMUncertain,SAF,SAFUncertain,SAFP,SAFPUncertain,SAFL,SAFLUncertain,SAFEN,SAFENUncertain,SAU,SAUUncertain,SS,SSUncertain,SSM,SSMUncertain,SSF,SSFUncertain,SSU,SSUUncertain,SJ,SJUncertain,SJM,SJMUncertain,SJF,SJFUncertain,SJU,SJUUncertain,IT,ITUncertain,IM,IMUncertain,IF,IFUncertain,IU,IUUncertain,IA,IAUncertain,IAM,IAMUncertain,IAF,IAFUncertain,IAFP,IAFPUncertain,IAFL,IAFLUncertain,IAFEN,IAFENUncertain,IAU,IAUUncertain,IS,ISUncertain,ISM,ISMUncertain,ISF,ISFUncertain,ISU,ISUUncertain,IJ,IJUncertain,IJM,IJMUncertain,IJF,IJFUncertain,IJU,IJUUncertain,T,A,S,J,TimeSinceLast,TDiff,ObsYear,ObsMonth
7491,csl0909180907,2009-09-18 09:06:00,0.0,CSL,Trainee CSL youth,Moving,8030032.0,303452.0,0.0,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,0 days 00:00:00.000000000,-7.0,2009.0,9.0
7492,csl0909180908,2009-09-18 09:07:00,0.0,CSL,Trainee CSL youth,Moving,8029994.0,303452.0,0.0,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,0 days 00:00:00.000000000,-1.0,2009.0,9.0
7493,csl0909180910,2009-09-18 09:10:00,0.0,CSL,Trainee CSL youth,Moving,8030040.0,303478.0,0.0,,,15.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,0 days 00:00:00.000000000,14.0,2009.0,9.0
7494,csl0909180912,2009-09-18 09:12:00,0.0,CSL,Trainee CSL youth,Moving,8030047.0,303483.0,0.0,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,0 days 00:00:00.000000000,-13.0,2009.0,9.0
7495,csl0909180914,2009-09-18 09:14:00,0.0,CSL,Trainee CSL youth,Moving,8030058.0,303482.0,0.0,,,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,0 days 00:00:00.000000000,6.0,2009.0,9.0
7496,csl0909180915,2009-09-18 09:15:00,0.0,CSL,Trainee CSL youth,Active,8029958.0,303426.0,0.0,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,0 days 00:00:00.000000000,-7.0,2009.0,9.0
7497,csl0909180916,2009-09-18 09:16:00,0.0,CSL,Trainee CSL youth,Moving,8029984.0,303475.0,0.0,,,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,0 days 00:00:00.000000000,3.0,2009.0,9.0
7498,csl0909181032,2009-09-18 10:32:00,0.0,CSL,Trainee CSL youth,Foraging,8030094.0,303435.0,0.0,,,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,0 days 00:00:00.000000000,-1.0,2009.0,9.0
7499,csl0909181145,2009-09-18 11:45:00,0.0,CSL,Trainee CSL youth,Moving,8030206.0,303469.0,0.0,,,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,0 days 00:00:00.000000000,6.0,2009.0,9.0
7500,csl0909181147,2009-09-18 11:47:00,0.0,CSL,Trainee CSL youth,Moving,8030252.0,303505.0,0.0,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,0 days 00:00:00.000000000,-7.0,2009.0,9.0
7501,csl0909181150,2009-09-18 11:50:00,0.0,CSL,Trainee CSL youth,Moving,8030264.0,303478.0,0.0,,,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,0 days 00:00:00.000000000,2.0,2009.0,9.0
7521,trs0909211040,2009-09-21 10:40:00,0.0,TRS,Pete Laver,Resting,8032507.0,307346.0,0.0,east of new lodge,,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,4 days 00:00:00.000000000,0.0,2009.0,9.0
7582,cgl0909241630,2009-09-24 16:30:00,0.0,CGL,Pete Laver,Foraging,8026264.0,296109.0,0.0,,,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,9 days 00:00:00.000000000,-42.0,2009.0,9.0
7583,cgl0909241657,2009-09-24 16:57:00,0.0,CGL,Pete Laver,Foraging,8026155.0,296133.0,0.0,trash site,,62.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,,,,0 days 00:00:00.000000000,56.0,2009.0,9.0
7584,csl0909241657,2009-09-24 16:57:00,0.0,CSL,Keven Chadwick,Foraging,8031878.0,304566.0,0.0,at Old House,,27.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,,,6 days 00:00:00.000000000,23.0,2009.0,9.0
7592,csl0909251120,2009-09-25 11:20:00,0.0,CSL,Trainee CSL youth,Moving,8030287.0,303602.0,0.0,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1 days 00:00:00.000000000,-26.0,2009.0,9.0
7593,csl0909251134,2009-09-25 11:34:00,0.0,CSL,Trainee CSL youth,Moving,8030245.0,303591.0,0.0,,,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,0 days 00:00:00.000000000,8.0,2009.0,9.0
7594,csl0909251201,2009-09-25 12:01:00,0.0,CSL,Trainee CSL youth,Moving,8029954.0,303435.0,0.0,,,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,0 days 00:00:00.000000000,-5.0,2009.0,9.0
7595,csl0909251630,2009-09-25 16:30:00,0.0,CSL,Trainee CSL youth,Moving,8030366.0,303543.0,0.0,,,14.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,0 days 00:00:00.000000000,10.0,2009.0,9.0
7630,csl0909281715,2009-09-28 17:15:00,0.0,CSL,Pete Laver,Foraging,8030210.0,303493.0,0.0,,,27.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,,,3 days 00:00:00.000000000,13.0,2009.0,9.0
7661,cch0909290710,2009-09-29 07:10:00,0.0,CCH,Pete Laver,Denning,8027885.0,302666.0,0.0,corrugated hut next to pumphouse / tanks,,17.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,14 days 00:00:00.000000000,-9.0,2009.0,9.0
7663,hip0909290800,2009-09-29 08:00:00,0.0,HIP,Pete Laver,Foraging,8027145.0,299843.0,0.0,,,51.0,1.0,6.0,,2.0,,20.0,0.0,,,5.0,0.0,2.0,0.0,,,,,,,,,,,1.0,0.0,,,10.0,0.0,,,0.0,,,,,,2.0,0.0,2.0,0.0,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,,,,25 days 00:00:00.000000000,25.0,2009.0,9.0
7666,csl0910011043,2009-10-01 10:43:00,0.0,CSL,Trainee CSL youth,Moving,8030250.0,303580.0,0.0,,,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,3 days 00:00:00.000000000,-20.0,2009.0,10.0
7667,csl0910011044,2009-10-01 10:43:00,0.0,CSL,Trainee CSL youth,Moving,8030262.0,303592.0,0.0,,,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,0 days 00:00:00.000000000,0.0,2009.0,10.0
7668,csl0910011102,2009-10-01 11:02:00,0.0,CSL,Trainee CSL youth,Moving,8030159.0,303566.0,0.0,,,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,0 days 00:00:00.000000000,1.0,2009.0,10.0
7669,csl0910011109,2009-10-01 11:09:00,0.0,CSL,Trainee CSL youth,Foraging,8030119.0,303585.0,0.0,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,0 days 00:00:00.000000000,-6.0,2009.0,10.0
7670,csl0910011213,2009-10-01 12:13:00,0.0,CSL,Trainee CSL youth,Resting,8029967.0,303406.0,0.0,,,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,0 days 00:00:00.000000000,7.0,2009.0,10.0
7674,csl0910051020,2009-10-05 10:20:00,0.0,CSL,Trainee CSL youth,Moving,8030030.0,303424.0,0.0,,,25.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,4 days 00:00:00.000000000,16.0,2009.0,10.0
7728,kub0910080920,2009-10-08 09:20:00,0.0,KUB,Pete Laver,Foraging,8031539.0,312294.0,0.0,,,14.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,27 days 00:00:00.000000000,0.0,2009.0,10.0
7745,sef0910091600,2009-10-09 16:00:00,0.0,SEF,Pete Laver,Foraging,8032619.0,306276.0,0.0,Chobezi yard,,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,2009.0,10.0
7771,csl0910121015,2009-10-12 10:15:00,0.0,CSL,Trainee CSL youth,Moving,8030247.0,303581.0,0.0,,,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,7 days 00:00:00.000000000,-21.0,2009.0,10.0
7772,csl0910121016,2009-10-12 10:15:00,0.0,CSL,Trainee CSL youth,Moving,8030240.0,303580.0,0.0,,,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,0 days 00:00:00.000000000,0.0,2009.0,10.0
7810,csl0910131451,2009-10-13 14:51:00,0.0,CSL,Pete Laver,Foraging,8030243.0,303554.0,0.0,streambed west of canteen,new RC very lethargic and sleeping.  All the animals scent marked a specific spot and each other.,22.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,1 days 00:00:00.000000000,18.0,2009.0,10.0
7811,hip0910131637,2009-10-13 16:37:00,0.0,HIP,Pete Laver,Foraging,8026971.0,299281.0,0.0,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,,,,,,2.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,14 days 00:00:00.000000000,-51.0,2009.0,10.0
7820,cgl0910131705,2009-10-13 17:05:00,0.0,CGL,Pete Laver,Foraging,8026154.0,296135.0,0.0,trash site?,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,19 days 00:00:00.000000000,-58.0,2009.0,10.0
7823,cgl0910131725,2009-10-13 17:25:00,0.0,CGL,Pete Laver,Foraging,8026154.0,296135.0,0.0,trash site,more arrived at the trash site,9.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,0 days 00:00:00.000000000,5.0,2009.0,10.0
7828,cgl0910131743,2009-10-13 17:43:00,0.0,CGL,Pete Laver,Foraging,8026154.0,296135.0,0.0,trash site,,46.0,1.0,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,,,,0 days 00:00:00.000000000,37.0,2009.0,10.0
7832,cgl0910140555,2009-10-14 05:55:00,0.0,CGL,Pete Laver,Denning,8026189.0,296119.0,0.0,scrap between wood shop and guides' quarters.,+17 feces (possibly from last night),61.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,,,,1 days 00:00:00.000000000,16.0,2009.0,10.0
7915,cch0910201635,2009-10-20 16:35:00,0.0,CCH,Pete Laver,Foraging,8027903.0,302636.0,0.0,,,14.0,1.0,8.0,1.0,6.0,1.0,0.0,,10.0,1.0,5.0,1.0,5.0,1.0,4.0,0.0,,,,,,,4.0,1.0,3.0,1.0,1.0,1.0,,,0.0,,0.0,,0.0,,,,3.0,0.0,3.0,0.0,,,,,2.0,0.0,2.0,0.0,,,,,,,,,,,1.0,0.0,1.0,0.0,,,,,0.0,,0.0,,,,,,17.0,12.0,5.0,,21 days 00:00:00.000000000,-1.0,2009.0,10.0
7918,cgl0910201717,2009-10-20 17:17:00,0.0,CGL,Pete Laver,Foraging,8026167.0,296131.0,0.0,trash site,,11.0,1.0,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,6 days 00:00:00.000000000,-51.0,2009.0,10.0
7935,kub0910210640,2009-10-21 06:40:00,0.0,KUB,Pete Laver,Denning,8031322.0,312363.0,0.0,road culvert - chobe dry cleaning,,13.0,0.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,13 days 00:00:00.000000000,-1.0,2009.0,10.0
7939,csl0910211215,2009-10-21 12:15:00,0.0,CSL,Pete Laver,Resting,8030349.0,304508.0,0.0,corner of cemetary,when they ran; they circled me towards CSL remaining at a dist of 50m.,22.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,8 days 00:00:00.000000000,0.0,2009.0,10.0
7953,hip0910220633,2009-10-22 06:33:00,0.0,HIP,Pete Laver,Foraging,8026768.0,298545.0,0.0,,putative den - hollow log.  Troop went down to water to drink.,13.0,,13.0,,,,,,,,13.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,9 days 00:00:00.000000000,13.0,2009.0,10.0
7983,sef0910270815,2009-10-27 08:15:00,0.0,SEF,Pete Laver,Foraging,8032704.0,306355.0,0.0,sefalana trash site  raiding trash,using the drain that goes between the pallets and the building.,5.0,1.0,1.0,,4.0,0.0,0.0,,,,,,,,1.0,1.0,,,,,,,5.0,0.0,1.0,0.0,4.0,1.0,,,,,,,,,,,1.0,0.0,1.0,0.0,,,,,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,5.0,,18 days 00:00:00.000000000,-2.0,2009.0,10.0
7986,csl0910271011,2009-10-27 10:11:00,0.0,CSL,Trainee CSL youth,Foraging,8030263.0,303555.0,0.0,,,19.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,6 days 00:00:00.000000000,-3.0,2009.0,10.0
7987,kub0910271110,2009-10-27 11:10:00,0.0,KUB,Pete Laver,Foraging,8031613.0,312206.0,0.0,,foraging and resting,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,6 days 00:00:00.000000000,-8.0,2009.0,10.0
7990,csl0910271511,2009-10-27 15:11:00,0.0,CSL,Pete Laver,Resting,8030277.0,303541.0,0.0,next to staff canteen.,all of group were allogrooming.,17.0,0.0,5.0,0.0,5.0,0.0,7.0,,,,3.0,0.0,5.0,0.0,5.0,0.0,,,,,,,,,2.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,0 days 00:00:00.000000000,-2.0,2009.0,10.0
8005,cch0910271555,2009-10-27 15:55:00,0.0,CCH,Pete Laver,Forage/Rest,8027974.0,302604.0,0.0,,,21.0,0.0,11.0,,7.0,,3.0,,7.0,0.0,3.0,0.0,4.0,0.0,4.0,0.0,,,,,,,14.0,0.0,8.0,0.0,3.0,0.0,3.0,0.0,0.0,,0.0,,0.0,,,,1.0,0.0,1.0,,,,,,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,8.0,14.0,,7 days 00:00:00.000000000,5.0,2009.0,10.0
8078,sef0910290758,2009-10-29 07:58:00,0.0,SEF,Pete Laver,Foraging,8032067.0,306389.0,0.0,hill above prison / Haskins,signal at 600m with omni and yagi,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,2 days 00:00:00.000000000,1.0,2009.0,10.0
8094,hip0910300618,2009-10-30 06:18:00,0.0,HIP,Pete Laver,Foraging,8026272.0,298216.0,0.0,,,19.0,0.0,10.0,0.0,3.0,0.0,6.0,0.0,9.0,0.0,4.0,0.0,3.0,0.0,3.0,0.0,,,,,2.0,0.0,6.0,0.0,6.0,0.0,,,,,4.0,,0.0,,,,,,3.0,0.0,3.0,0.0,,,,,3.0,0.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,12.0,6.0,4.0,8 days 00:00:00.000000000,7.0,2009.0,10.0
8100,csl0911010832,2009-11-01 08:32:00,0.0,CSL,Trainee CSL youth,Foraging,8030261.0,303580.0,0.0,,,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,5 days 00:00:00.000000000,-7.0,2009.0,11.0
8101,csl0911011100,2009-11-01 11:00:00,0.0,CSL,Trainee CSL youth,Active,8029968.0,303439.0,0.0,,,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,0 days 00:00:00.000000000,-4.0,2009.0,11.0
8226,hip0911021736,2009-11-02 17:36:00,0.0,HIP,Pete Laver,Foraging,8026200.0,298259.0,0.0,,signal omni - 746m on new collar.  When I approached them - they moved to a distance of 45m where they lay; some in the sun; some in the shade; watching me.,13.0,1.0,7.0,,1.0,,3.0,1.0,7.0,1.0,4.0,1.0,1.0,1.0,,,,,,,,,3.0,1.0,3.0,1.0,,,,,3.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,7.0,3.0,3.0,3 days 00:00:00.000000000,-9.0,2009.0,11.0
8279,csl0911030920,2009-11-03 09:20:00,0.0,CSL,Trainee CSL youth,Active,8029962.0,303431.0,0.0,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,2 days 00:00:00.000000000,-5.0,2009.0,11.0
8291,csl0911031600,2009-11-03 16:00:00,0.0,CSL,Trainee CSL youth,Moving,8030060.0,303520.0,0.0,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,0 days 00:00:00.000000000,0.0,2009.0,11.0
8297,kub0911031614,2009-11-03 16:14:00,0.0,KUB,Pete Laver,Foraging,8031523.0,311516.0,0.0,Mike Bartlett's garden,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,7 days 00:00:00.000000000,-1.0,2009.0,11.0
8305,sef0911031643,2009-11-03 16:43:00,0.0,SEF,Pete Laver,Resting,8032872.0,305251.0,0.0,rocks near eastern boundary fence of MOW,when they saw me; they moved to a distance of 35m; where they watched; waited and then moved away again.,7.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,5 days 00:00:00.000000000,0.0,2009.0,11.0
8313,csl0911031704,2009-11-03 17:04:00,0.0,CSL,Pete Laver,Foraging,8030258.0,303569.0,0.0,laundry,,14.0,1.0,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,0 days 00:00:00.000000000,13.0,2009.0,11.0
8314,csl0911041513,2009-11-04 15:13:00,0.0,CSL,Trainee CSL youth,Resting,8030230.0,303465.0,0.0,,,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,1 days 00:00:00.000000000,-9.0,2009.0,11.0
8318,csl0911051215,2009-11-05 12:15:00,0.0,CSL,Trainee CSL youth,Moving,8029961.0,303465.0,0.0,,,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,1 days 00:00:00.000000000,-1.0,2009.0,11.0
8324,kub0911060906,2009-11-06 09:06:00,0.0,KUB,Pete Laver,Foraging,8031593.0,312378.0,0.0,campsite at kubu,I think the SAUs must be SAFs,12.0,0.0,5.0,0.0,4.0,,3.0,,6.0,0.0,2.0,0.0,4.0,0.0,4.0,0.0,,,,,,,6.0,0.0,3.0,0.0,,,3.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,6.0,6.0,,3 days 00:00:00.000000000,8.0,2009.0,11.0
8325,csl0911070903,2009-11-07 09:03:00,0.0,CSL,Trainee CSL youth,Foraging,8030167.0,303461.0,0.0,,,21.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,2 days 00:00:00.000000000,17.0,2009.0,11.0
8326,csl0911070955,2009-11-07 09:55:00,0.0,CSL,Trainee CSL youth,Resting,8030159.0,303491.0,0.0,,,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,0 days 00:00:00.000000000,-18.0,2009.0,11.0
8328,csl0911071435,2009-11-07 14:35:00,0.0,CSL,Trainee CSL youth,Moving,8030128.0,303483.0,0.0,,,21.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,0 days 00:00:00.000000000,18.0,2009.0,11.0
8329,csl0911090848,2009-11-09 08:48:00,0.0,CSL,Trainee CSL youth,Moving,8030126.0,303486.0,0.0,,,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,2 days 00:00:00.000000000,-11.0,2009.0,11.0
8330,csl0911090931,2009-11-09 09:31:00,0.0,CSL,Trainee CSL youth,Foraging,8030188.0,303527.0,0.0,,,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,0 days 00:00:00.000000000,-6.0,2009.0,11.0
8331,csl0911091408,2009-11-09 14:08:00,0.0,CSL,Trainee CSL youth,Resting,8030243.0,303574.0,0.0,,,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,0 days 00:00:00.000000000,3.0,2009.0,11.0
8332,csl0911091418,2009-11-09 14:18:00,0.0,CSL,Trainee CSL youth,Moving,8030241.0,303510.0,0.0,,,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,0 days 00:00:00.000000000,-1.0,2009.0,11.0
8333,csl0911091446,2009-11-09 14:46:00,0.0,CSL,Trainee CSL youth,Moving,8030181.0,303573.0,0.0,,,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,0 days 00:00:00.000000000,0.0,2009.0,11.0
